id,orig_correct,para_correct,idiom_correct,x,gold_answer
13230c,True,True,True,"Ickes apparently made calls to donors from his government office, but there is no evidence so far that anyone else solicited funds in a federal building.",
30125e,True,True,True,"Muslims believe that these revelations, given to the greatest and last of a chain of prophets stretching from Abraham through Jesus, complete God's message to humanity.",
14907n,True,True,True,GAO secures all information obtained during the course of its work.,
51148c,True,True,True,A poll of Hong Kong residents finds them sanguine about the city's future.,
24337n,True,True,False,Each of them was as tough as a thick tree and loyal to the death.,
10899e,True,True,True,"If you have any questions, please call me at 241-2661.",
79265e,True,True,True,Tabulations of actual meetings and of consequent actions for same-agency funded and different-agency funded services can help check out whether this impression is reliable.,
134616e,False,True,False,"But, as the last problem I'll outline suggests, neither of the previous two objections matters.",
90149e,True,True,True,"While Bin Ladin maintained his own al Qaeda guesthouses and camps for vetting and training recruits, he also provided support to and benefited from the broad infrastructure of such facilities in Afghanistan made available to the global network of Islamist movements.",
85690e,True,True,True,"There is nothing more to be done here, I think, unless, he stared earnestly and long at the dead ashes in the grate.",
53936n,False,True,False,"Lacking a target, they were vectored toward military-controlled airspace off the Long Island coast.",
95155n,False,False,False,um-hum you mean when the reporter sticks the the microphone in the person says the face and says how do you feel that you house has burned to the ground,
18635c,True,True,True,"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",
28314c,True,True,True,I am sure you will understand my writing to you once more about the important work of the American Cancer Society.,
27031c,False,False,True,*$400 will pay for one program for an entire school.,
22304e,True,True,True,"This sort of misnomer leads Carnegie to suppose that to the uninitiated no map is so misleading as that of West Australia where lakes are salt-bogs without surface water, springs seldom run, and native `wells' are merely tiny holes in the rock, yielding from 0 to 200 gallons.",
13714c,True,True,True,oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they're usually not not that great or didn't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh,
70185n,True,True,True,The IUPUI Challenger Scholars Program encourages bright and dedicated students who want to teach to continue in that career path.,
93664c,True,True,True,"The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control.",
91603e,True,True,True,The anthropologist Napoleon Chagnon has shown that Yanomamo men who have killed other men have more wives and more offspring than average guys.,
135898n,True,True,True,"The end is near! Then a shout went up, and Hanson jerked his eyes from the gears to focus on a group of rocs that were landing at the far end of the camp.",
10059n,True,True,True,"Talia, mother of a 7-year- My son Anselmo, a first grader, constantly asks us to help him with his homework.",
84328c,True,True,False,Intelligence clearly linked the bombing to Libya's Colonel Muammar Qadhafi.,
107057n,True,True,True,I put it to you that you did do so?,
53345c,True,True,True,"At 9:21, NEADS received a report from the Military, Boston Center.",
95334e,True,True,True,"After criticizing the GOP openly for weeks, Buchanan announced that he would seek the Reform presidential nomination, which would bring him $12 million in federal funds.",
129131c,True,True,True,"The fascinating exhibits include a section of the massive chain that the Byzantines used to stretch across the mouth of the Golden Horn to keep out enemy ships, as well as captured enemy cannon and military banners, the campaign tents from which the Ottoman sultans controlled their armies, and examples of uniforms, armour, and weapons from the earliest days of the Empire down to the 20th century.",
50071n,True,True,True,yeah they're still laying off like over in Fort Worth and a lot of other companies too just here and there,
98441c,True,True,True,These trainers were later heard boasting that their assistance led to the October 1993 shootdown of two U.S.,
9892e,True,True,True,Did you have lots of storybooks at your house that were read to you?,
29526n,True,True,False,I hope you will take this opportunity to make a contribution to support SEND's homeownership work.,
25395e,True,True,False,"As I recall, I've never asked you for a contribution...until now.",
25375e,True,True,True,"Well, my brother had a, cow, tied out, and a goat, the cow's offspring.",
141862c,True,True,True,"Yiddish is written in the characters of the Hebrew alphabet and from right to left and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes that Jews have traveled during the past thousand years.",
25587n,True,False,True,"It's kind of a, which is the cause and which is the effect, question.",
34176e,True,True,True,"The rustic Bras-David picnic area, for example, is set alongside a burbling stream.",
112592e,True,True,True,"Maps of hiking trails are available at the Government Publications Ceter, Low Block, Government Offices, 66 Queensway in Central.",
44313c,True,True,True,"After the Soviet Union's twenty-year ban on Vygotsky's writings was lifted in the mid-1950s, his major works reached the West.",
97141e,True,True,True,"I have to tell you, I tried to understand it.",
18416c,True,True,True,It's a faith that has made brothers and sisters of every race.,
122645c,False,False,False,"Then you're ready for the fray, either in the bustling great bazaars such as Delhi's Chandni Chowk or Mumbai's Bhuleshwar, or the more sedate ambience of grander shops and showrooms.",
141664n,False,True,False,"Children of highly involved fathers score better on measures of intelligence, school achievement, mature social behavior, and fiexible beliefs about gender roles'in short, on all the positive outcomes associated with maternal employment.",
123373c,False,False,False,They are the four sentences you always insert in plagiarized papers to throw the professor off track.,
27400e,True,True,True,The experiment lasted only until Ahkenaten's death when almost all records relating to the King were destroyed.,
23751c,True,True,True,"Part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses, and it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses.",
59842e,True,True,True,"Bin Ladin saw himself as called to follow in the footsteps of the Messenger and to communicate his message to all nations, and to serve as the rallying point and organizer of a new kind of war to destroy America and bring the world to Islam.",
28862n,True,True,True,"Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).",
41663n,True,True,False,"Luis Alonso, Luis Alonso, says to him, Luis Alonso's friend.",
90878e,True,True,True,"They were so sure of themselves that they took it for granted he had made a mistake.""",
103576e,True,True,False,"Gradually, the child takes increasing responsibility for attaining intersubjectivity, until both parties make similar contributions to the shared mental state that fuels children's learning in the zone.",
21520n,True,True,False,"Shortly after stepping out on the bridge, Jon felt the entire walkway narrow.",
119724n,True,True,True,At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said we have some planes.,
16253n,True,True,True,Postal Service could increase those same rates by at least 13.,
19892c,True,True,True,"As a result of the comments received, AMS changed the proposed rule and it was republished for comment in March 2000.",
23278c,True,True,True,Make your contribution payable to the Indiana University Foundation with the designation for Law- Indpls.,
37823n,True,True,True,Here we will show how a decision tool can be used to make the transition from general intuition to specific decisions about (1) which products to make in each plant and (2) how to schedule the time and quantity of production for each product.,
142337n,True,True,True,' Keep Indianapolis Beautiful helps us do this by providing us opportunities to work with outstanding people in our community.,
40647n,False,False,False,"The biography itself, which uses unpublished diaries and untapped Cuban government archives, is praised for having done a masterly job in evoking Che's complex character, in separating the man from the myth (Peter Canby, the New York Times Book Review ). The Weekly Standard 's Stephen Schwartz calls it tainted for having received official support from the Castro regime and for abetting a Che revival.",
95186c,True,True,True,"The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.",
80803c,False,True,True,well uh what do you think about taxes do you think we're paying too much,
74981c,True,True,True,"He was rebuffed, and the Saudis joined the U.S.-led coalition.",
83951e,True,True,True,"The NEADS technician who took this call from the FAA immediately passed the word to the mission crew commander, who reported to the NEADS battle Mission Crew Commander, Okay, uh, American Airlines is still airborne.",
19293n,True,True,True,NOx can be transported long distances and contribute to ozone many hundreds of miles from its source.,
58053e,True,True,True,see too much crime on TV and they think it's way to go i don't know what do you think,
81723e,True,True,True,The disorder hardly seemed to exist before the stimulant Ritalin came along.,
66937e,True,True,True,"Among the allegations is that Tokyo Joe--listen, he calls himself that-- duped subscribers to his e-mail advisory , exaggerating his annual returns by leaving out losing trades.",
11655c,True,True,True,were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side,
124853c,True,True,True,H-2A agricultural workers are required to maintain a foreign residence which they have no intention of abandoning.,
81235c,True,True,True,"The SIDS Alliance meets all National Charities Information Bureau (NCIB) standards, and is listed in the NCIB Wisegiving Guide.",
45426c,True,True,True,"It's easy to overdose on the many temples, palaces, and museums in India.",
67810n,False,False,False,The metaphor of a scaffold has been used to describe eective adult support as children work on tasks that teach culturally valued concepts and skills.,
26990e,False,True,True,"'Publicity.' Lincoln removed his great hat, making a small show of dusting it off.",
20863c,True,True,True,Programs that do this typically have successful cost and schedule outcomes.,
117222e,True,True,True,"It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.",
7449n,True,True,True,"In 1982, Wallace won his last race for governor with a quarter of the black votes cast in the Democratic primary, a fact alluded to in a written epilogue at the end of the film.",
97671e,True,True,True,The outcome left Bin Ladin indisputably in charge of what remained of the MAK and al Qaeda.,
119469e,True,True,True,"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.",
58103e,True,True,True,Two minutes later the transponder was turned off and even primary radar contact with the aircraft was lost.,
142789e,False,False,False,"Well, probably the favorite book I had, this is a little different I had The Giant Golden Book of Astronomy, which I got when I was in the second grade and I read it cover to cover till I wore it out.",
136649c,True,True,True,"As we come to a close of our fiscal year, would you please help us again?",
75109n,True,True,True,Please join me in making a generous contribution to this year's Annual Campaign.,
16531e,True,True,True,joint facility in Riyadh for training the Saudi National Guard.,
77576n,True,True,False,probably so yeah you can get a head start on it,
120096c,True,True,True,"For example, those in MET who worked on Team Indy were among the first Indianapolis campus participants in the annual Purdue Grand Prix at West Lafayette.",
97066c,True,True,True,"Also, disappointing earnings reports from Intel and other blue-chip companies in the two weeks leading up to the crash caused investors to question the value of entire portfolios.",
72198c,True,True,True,"So anyway, so we, uh, got some response and, and kind of adjusted things, but after, uh, after a while we kind of went our separate ways.",
103054c,True,True,True,They must desire genuine communication and work toward attaining it.,
62966c,True,True,True,How will that compare to the number who would buy the same product but with a short pant length?,
14425e,True,True,True,"At the delta of the Rh??ne, where its two arms spill into the Medi?­ter?­ra?­nean, the Camargue has been reclaimed from the sea to form a national nature reserve.",
124239n,True,True,False,"This year, 1993, marks the ten-year anniversary of the A. Rebekah Fisk Memorial Scholarship.",
95896n,True,True,True,They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,
46063e,True,True,True,"[W]e have a book worthy of its subject--graceful, astonishingly well researched, yet imbued with a sense of flow that is rarely achieved at this level of scholarship, says Daphne Merkin in the New York Times Book Review . (See Sarah Kerr's review in Slate.)",
135516c,True,True,True,"Jamaican music ska and, especially, reggae has since the 1970s been exported and enjoyed around the world.",
117669e,True,True,True,The colors of the blouse can be changed with a few computer steps.,
88146e,True,True,True,Scutari is traditionally associated with the name of Florence Nightingale.,
48569c,True,True,True,"In this rule, cost refers to historical cost and market refers to the current replacement cost by purchase or production.",
130793c,True,True,True,An odd sidelight on this came a few days after reading the article.,
132916c,True,True,True,Bin Ladin's impressive array of offices covertly provided financial and other support for terrorist activities.,
9393e,True,True,True,"Next, you enter the vast and splendid Imperial Hall, with three handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.",
127412c,True,True,True,"By the mid-1980s, a number of the most prestigious retailers were faltering, with some filing for bankruptcy or being acquired by other retailers.",
127241n,True,True,True,Seemingly endemic corruption was compounded by a remarkable dearth of political leadership and decisive action.,
863n,True,True,False,The popularity of casual-wear items like T-shirts and jeans'quintessentially factory-sewn garments'has also shifted sewing from home to the factory.,
110061n,True,True,True,"If you have the energy to climb the 387 steps to the top of the south tower, you will be rewarded with a stunning view over the city.",
59778n,True,True,True,"Genes and peers do not supplant adult agents, including parents, grandparents, aunts, uncles, family friends, and teachers.",
41284c,True,False,True,"Without those conversations, this level of insight is slow to develop.",
8291c,True,True,True,"Under L, entries include Latin/Greek , defined by Aphra Behn, cited in Dale Spender's book, as `Secret codes supplied through an education traditionally denied women.",
41221n,True,True,True,I just really didn't ever love poetry for some reason.,
92197e,True,True,True,"Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and status.",
42639c,True,True,True,It is difficult to make any sensible connection between the lives of authors and their creations.,
89571n,False,False,True,"Although self-regulation improves gradually throughout childhood and adolescence, early childhood is a crucial period for its development'a time when children learn to overcome impulses by thinking before they act.",
45564e,True,True,True,"As for Allah K. Swit, he must have been one of their tribal deities.",
127913n,False,False,False,"Securely attached infants actively seek contact with and are easily consoled by their familiar, responsive caregiver.",
522e,True,True,True,"All of the islands are now officially and proudly part of France, not colonies as they were for some three centuries.",
65403c,True,True,True,"Moreover, Bin Ladin had in fact been sponsoring anti-Saddam Islamists in Iraqi Kurdistan, and sought to attract them into his Islamic army.",
86456n,False,True,False,The inspired centuries-old design sense of the Italians has turned their country into a delightful emporium of style and elegance for the foreign visitor.,
145540c,True,True,True,"It is at the moment of maximum audience susceptibility that we hear, for the first time, that the woman was fired not because of her gender but because of her sexual preference.",
62127c,False,True,False,Dentistry has been a part of my life for as long as I can remember.,
47390c,True,True,True,"The parent always in a hurry'who says, when the child desires involvement, There isn't time, or who fails to insist that the child join in household tasks in keeping with his or her capacity'severely limits the child's learning.",
141110n,False,False,False,yes well yeah i am um actually actually i think that i at the higher level education i don't think there's so much of a problem there it's pretty much funded well there are small colleges that i'm sure are struggling,
79413e,True,True,True,"He worked, he's a teacher, and at that time he worked as the principal of that school, of that school, because it was a, like a high school, there was, from first (grade) to high school.",
32128n,True,False,True,"The fancifully decorated Macau Palace, a floating casino moored on the western waterfront, is fitted out with gambling tables, slot machines (known locally as hungry tigers ) and, for hungry humans, a restaurant.",
72339c,False,False,False,These changes are related to new technology and foreign competition.,
126381c,True,True,True,"In Sudan, he established an Islamic Army Shura that was to serve as the coordinating body for the consortium of terrorist groups with which he was forging alliances.",
11020c,True,True,True,How do you propose to get in touch with your would-be employers?,
8437e,True,True,True,"IUPUI's goals for the 1990s, in the context of Indiana University's statewide plans, call for improving undergraduate education, enhancing relationships with the community , and strengthening research that will stimulate Indiana's economic growth.",
120496e,True,True,True,Strategic human capital management must be at the center of this transformation effort.,
4552e,True,True,True,The entire city was surrounded by open countryside with a scattering of small villages.,
28107e,True,True,True,"Were you to visit a school on an Israeli kibbutz (cooperative agricultural settlement), you would find an explicit emphasis on cooperation and avoidance of pupil comparisons, and a far more positive attitude toward children who seek help than is common in American schools.",
2262c,True,True,True,She buried his remains to spare her mother the gruesome sight.,
125391e,False,False,False,I thought working on Liddy's campaign would be better than working on Bob's.,
289n,False,True,False,8 million in relief in the form of emergency housing.,
125570n,True,False,True,"When a baseball player is removed by the manager, the organist plays Auld Lang Syne.",
14937e,True,True,True,The state legislature provides significant bipartisan support for the legal services delivery system.,
34179n,False,False,False,"A more unusual dish is azure, a kind of sweet porridge made with cereals, nuts, and fruit sprinkled with rosewater.",
70182n,True,True,True,"These newest Scholars bring the number to ten--ten who, like Christa McAuliffe, will touch the future.",
42680c,True,True,True,"They're going to lessons for this and that, and sports, and they're playing interactive games with their computer and, uh, watching TV, and I think, really, they're not reading on their own, like maybe we did when I was that age because we didn't have all those other things to do.",
41958n,False,True,True,The campaigns seem to reach a new pool of contributors.,
123071e,True,True,False,"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.",
114534e,True,True,True,"Again, the time it takes managers to reach a decision is what determines the length of this process.",
9978e,True,True,True,"This was done because of the organization of work in clothing shops; the low capital costs and high proportion of labor costs, especially in women's wear for contract shops; the intense product competition among manufacturers within and among geographic markets; and the diversity of products and changing styles.",
24293n,True,True,True,"This is demonstrated in a variety of a shared literacy and the assumptions and biases that go with it; an awareness of what books are for; consciousness and use of innumerable cultural allusions and educated idioms; and a relative ease in reading a periodical called VERBATIM, with sections called OBITER DICTA and EPISTOLAE.",
70686n,True,True,True,"They were, um, they were best-seller type fiction from the um, 40's and 50's and 60's and on, just, they were members of a book club and they got a lot of books that way.",
45774e,True,True,True,"According to a 1995 Financial Executives Research Foundation report,5 transaction processing and other routine accounting activities, such as accounts payable, payroll, and external reporting, consume about 69 percent of costs within finance.",
94372e,True,True,True,"In urban centers, there have always been small shops with goods for sale.",
86184n,False,False,False,"In a further role reversal, Gingrich may have positioned himself to fill it.",
135919n,True,True,True,Recently a project' arose that should be interesting to you as a former student who struggled to clear the financial hurdle of education.,
127129e,True,True,True,"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division.",
11657e,True,True,False,I have nothing particularly adverse to say about the book.,
92534c,False,False,True,"Lush, green fields that stretched for miles, wisps of white clouds scattered across a clear, blue sky, tranquil silence broken only by cheerful bird songs, the fresh, sweet scent of morning air.",
1246e,True,True,True,"He did so because one of the brothers did not have photo identification nor could he understand English, and because the agent found both of the passengers to be suspicious.",
13017n,True,True,True,Model yields an estimate of the percentage change in a household's demand for postage as a result of owning a computer,
76957e,False,True,False,Both initial and supplemental proposed rule publications invited comments on the information collection requirements imposed by the rule.,
97116e,True,False,False,People just don't have the time or take the time to keep the traditions going they just get too busy or too lazy.,
43267c,False,False,False,One he broke back to about the length of his forearm.,
95090c,True,True,True,At the fulcrum is a coffee bar and cafe under a giant screen television flanked by CD listening stations.,
103507c,True,True,True,"Each of us needs to be ambassadors for Dentistry within our own practices, and at church, athletic and social events.",
137715e,True,True,True,"We still espouse a God-given right of human beings to use the environment for their benefit, says Barrett Duke of the Southern Baptists.",
69851n,True,True,True,"Tomorrow will be another day for the kids, they rationalize, but a business deal or a professional achievement, if not capitalized on at the moment, may evaporate.",
45324c,False,False,False,"It is a game that is like fishing in a barrel, but more stimulating mentally.",
95274n,False,True,False,"Only one thing made me a little suspicious when cranking up the in the descriptive text that appears on the screen, the word labeled is spelt labelled 'decidedly un-American.",
91471e,True,True,True,"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read.",
20120c,True,True,True,yeah i know because uh all i know is that when i came here in eighty seven they still had uh it was the last year to to put all your punch cards in,
144721e,True,False,False,"When I investigated all the different ways I could get involved to help local families, I discovered the answer that made the most sense was United Way of Central Indiana.",
91346c,True,True,True,"I am sure I am not the first to point out Joseph Hynes's, Do Mistake'Learn Better, [XV,1] mistakes in Japanizing English words, e.g., sei fu not safe-o, nain not nine-o.",
136304c,False,False,False,"Elbert, I just want to ask you uh, some questions about your experience with uh, stories.",
107017n,True,True,True,"In addition to that, by helping them find jobs, Goodwill reduced the state's Public Support tab by an estimated $4 million.",
144030c,True,True,True,"However, despite exhaustive research, I am reluctantly forced to resort to the familiar lexical locution, `Source unknown.",
21803n,True,True,True,"Yeah, I have a son that uh, likes to relive the tragedy of his split lip.",
73060c,True,True,True,Thousands of Hoosier motorists have been doing just that by purchasing environmental license plates.,
68689n,True,True,False,"He had a pillow, one of those big pillows, and it looked red, all of it with blood and swollen like this . So he said, from the running down from several places, but the one that, this one [indicates eyebrow], was, was too much.",
72268n,False,False,False,"Britain and North America are not only literate, but dictionarate.",
139167c,True,True,True,"Nobody used to snicker at Chaucer's line (No.5818) in The Prologe of the Wyf of Bathe , in which that harried dame: Why is my neghebores wif so gay?",
117134e,True,True,True,De Wit worked from likenesses of actual monarchs to produce his portraits.,
105426n,True,False,True,Are you sure you want to be telling people that?,
53438c,False,True,True,and that you're very much right but the jury may or may not see it that way so you get a little anticipate you know anxious there and go well you know,
53154c,True,True,True,"Please consider joining the Chairman's Roundtable with a gift of $1,000.",
2311e,True,True,True,"The headword is syllabified in W , not in L . In older dictionaries the words are syllabified mainly to help in pronouncing them; latterly, syllabication has been used largely to find where a word can be hyphenated at the end of a line of text, though, judging by today's newspapers and magazines, one would be sore put to believe that a dictionary had ever been within the grasp of their editors, proofreaders, or the programmers who wrote the hyphenation programs for the automatic typesetting many of them now employ.",
112856e,True,True,True,"Analysand , like several - nd words in English, is derived from the gerundive, and so means `(a person) to be analyzed.",
91370c,True,True,True,"Unfortunately, most American employers do not provide this option, and many parents'especially, single parents'cannot aord it.",
117365n,True,True,True,"Working groups were established to coordinate training statewide, to focus on the establishment of a statewide website and to continue coordination and sharing in technology matters.",
48756e,True,True,True,"Some time ago, Texans picked up a speech habit that is being acquired by the rest of the country.",
123751e,True,True,True,i think that the people that are um have um a lower income which you automatically equate with lower education,
59217n,True,True,False,"But there are two kinds of the pleasure of doing, and the pleasure of not doing; the pleasure of indulging, and the pleasure of abstinence.",
38204e,True,True,True,Possibly no other country has had such a turbulent history.,
102946n,False,False,False,An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft Gore deplored the inequity of the rich not having to serve.,
9873n,False,False,False,The crucial part of that world is the home where parents relate to children.,
140952e,True,True,True,"These capacities, in turn, ease the task of establishing an intersubjective connection, and that connection provides the platform for the creation of additional zones, enabling children to master complex, culturally adaptive skills.",
37368n,False,False,False,"The recorder captured the sounds of loud thumps, crashes, shouts, and breaking glasses and plates.",
37599e,True,True,True,"Markets certainly have not disappeared, but these relationships have been transformed.",
127370c,True,True,True,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.",
55152c,True,True,True,yeah and how about how about like on the weekends do you do sports or do you go out,
68558c,True,True,True,"In 1995 and again in 1998, the Legal Services Corporation recognized that legal services programs were going to have to change the method and manner in which they conducted their business if they were going to remain viable and responsive to the needs of low income persons.",
61285n,False,False,True,"We were playing all sorts of sports, and you were not, so shut up and stop twitching,' the microbe's tone of voice changed, it was lower and more resounding.",
30282n,False,False,False,wow who can afford that my God i can't afford to miss a day let alone six,
103559e,True,False,False,A martini should be gin and vermouth and a twist.,
31673e,True,True,True,Carnegie also describes namma-holes and soaks as sources of water.,
28188c,True,True,True,Projects such as this touch the lives of others and enhance the education of the students.,
24905c,True,True,True,"Azzam, by contrast, favored continuing to fight in Afghanistan until it had a true Islamist government.",
125761n,True,True,False,"A common human genetic heritage and basic regularities in children's physical and social environments yield certain universal, broad outlines of development.",
41815e,True,True,True,"The computer, on command, then connects the image of the points on its screen with a series of line segments that form the silhouette of the pattern piece.",
29434c,True,True,True,Secretary Rumsfeld told us he was just gaining situational awareness when he spoke with the Vice President at 10:39.,
26443e,True,True,True,"In fact, the sloping shoulder was the noticeable feature of the new clothes of the Dior era, coming as it did immediately in the wake of the Joan Crawford/Rosalind Russell period and its vigorous shoulder padding.",
140801n,True,True,False,Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.,
53536n,True,True,True,"Unfortunately, with this famous Lipschitz diamond comes also the famous Lipschitz curse.",
98197n,True,True,True,"Additionally, GAO's FederalInformationSystemControlsAuditManualis now used by most major federal audit entities to evaluate computerrelated controls.",
128286e,True,True,True,"Communication tools like Safety-Wise, Happenings, along with event calendars and other materials, allow volunteers to provide quality, informed leadership.",
85752c,True,True,True,"Hence, the term isogloss , from iso - `same' + gloss `word,' to describe the line on a map where the terms are of equal distribution.",
16325c,False,False,False,That one time you were trying to take that floor joist.,
124755c,True,True,True,"Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.",
111358e,True,True,True,"' Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy.",
119720n,True,True,True,A manager at the Herndon Command Center asked FAA headquarters if they wanted to order a nationwide ground stop.,
88227e,True,True,True,The company later told us that it had discontinued the program because of its adverse effect on employee morale.,
23083e,True,True,True,"By this time, Bin Ladin was well-known and a senior figure among Islamist extremists, especially those in Egypt, the Arabian Peninsula, and the Afghanistan-Pakistan border region.",
80415c,False,False,False,"The sociocultural vision is very dierent from behaviorism, which views development as directly imposed, or shaped, by external forces.",
135746e,True,True,True,"Center staff assists with the housing search, school decisions, drivers' licenses, leisure time activities, and daycare.",
73763n,False,True,False,"One scholar from the fourteenth century from whom Bin Ladin selectively quotes, Ibn Taimiyyah, condemned both corrupt rulers and the clerics who failed to criticize them.",
59379c,True,True,True,Because I'm like a lifeguard every summer and this year I had to get a winter job all year.,
23827e,True,True,False,"Unless I'm like, when I go home for like Christmas break, after being there for like two weeks, it was like I'd never moved out and we get kind of like tense with each other.",
68946n,True,False,False,"It has served as a fortress for the Gallo-Romans, the Visigoths, Franks, and medieval French (you can see the layers of their masonry in the ramparts).",
104151e,False,True,True,"As for me, I do my utmost to avoid language that may offend people, including men.",
5319c,True,True,True,"I should think some one had taken charge of it.""",
92925e,True,True,True,"Manager, New York We have several situations going on here.",
68322e,True,True,True,"Sixteen seconds after that transmission, ATC instructed the aircraft's pilots to climb to 35,000 feet.",
43563e,True,True,True,"In most cases, they dealt with words and functional elements, creating what are called reconstructions in hypothetical family prototypes called, variously, Proto-Latin, Proto-Greek, Proto-Germanic, Proto-Indo-Iranian, and so forth, the ultimate goal being to posit a single language called Proto-Indo-European.",
53027e,True,True,True,"A good time to visit is just at the end of the monsoon in October when you can see flocks of storks, egrets, and cormorants and it is ideally combined with a full-moon trip to the Taj, but there's plenty to see all year round.",
30916e,True,True,True,"Apparel workplaces have historically been located in major metropolitan areas'New York, Chicago, Philadelphia, Rochester, Baltimore, Cleveland, St. Louis'and drawn on successive waves of immigrants.",
82988e,True,True,True,so you know well a lot of the stuff you hear coming from South Africa now and from West Africa that's considered world music because it's not particularly using certain types of folk styles,
82527e,False,True,True,"It was, the Sphinx explains, his answer to the Man.",
101809c,True,True,True,"For example, if Ovitz's five-year deal was worth, say, $100 million, and if the compensation committee had added to that a front-end grant of free Disney shares worth, say, $50 million, then--assuming that Ovitz finished his five-year contract period--the cost to Disney would be $150 million.",
140450c,True,True,True,"When a young, unmarried woman like Cecilia becomes pregnant, the risks to her unborn child are very serious.",
10733c,True,True,True,It is the story of eccentric and violent ideas sprouting in the fertile ground of political and social turmoil.,
90444n,True,True,False,"Thus, the imbalance in the volume of mail exchanged magnifies the effect of the relatively higher rates in these countries.",
50885n,True,True,True,"Simmons, probably rap's greatest entrepreneur, lives in New York; schmoozes bankers, fashion designers, and record executives; and cuts deals with conglomerates such as Time Warner.",
69565c,False,False,True,"Well, this story, and I must tell you, I haven't read this in The Bible, so I don't know if it's totally accurate, but I prefer to get it like There was a huge crowd of people, and, um, Jesus decided that what he wanted to do was to, uh, entertain the little children.",
7577c,True,True,True,The number of steps built down into the interior means that it is unsuitable for the infirm or those with heart problems.,
32022c,True,True,True,He was simply making extortionate exactions upon his wretched lessees.,
23158n,True,True,True,"When Sydney experiments with the color-matching strategy and succeeds in placing the brown piece, she internalizes the technique.",
130738e,True,True,True,"Happily, there's still a lot that hasn't yet been adulterated on the two islands'meaning that visitors also have a choice.",
126988c,True,True,False,and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment,
145863n,True,True,True,"What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.",
63218e,True,True,True,"Recently, however, I have settled down and become decidedly less experimental.",
88490n,False,False,False,"She has believed that the sleeping draught she administered was perfectly harmless, but there is no doubt that for one terrible moment she must have feared that Mrs. Inglethorp's death lay at her door.",
52375n,False,False,False,Yet few of us hear enough about kids who live through these adversities and do make the grade.,
101593c,True,True,True,Then it occurred to me that the criminal standard was a low one.,
77904n,True,False,True,The city is going to explode with Herron's artistic contributions!,
11562e,True,True,True,Participation in the rulemaking process requires (1) the public to be aware of opportunities to participate and (2) systems that will allow agencies to receive comments in an efficient and effective manner.,
75500n,True,True,True,Each room was outfitted with a leather sofa and three fold-out beds for students exhausted after a full day of hard work.,
35386c,True,True,True,"Well-known theories of child development'Freud's, Skinner's, Gesell's, and Piaget's, for example'provide little comfort, since dramatic shifts in favored theories have occurred since the launching of systematic study of children about 100 years ago.",
28285e,True,True,True,Allow time in Thirasia to explore Santorini's smaller sibling islands.,
55225c,True,True,True,"On Naxos, you can walk through the pretty villages of the Tragea Valley and the foothills of Mount Zas, admiring Byzantine churches and exploring olive groves at your leisure.",
5749n,False,False,False,"Plus, I really wasn't making the kind of connections that I wanted to make.",
56582c,True,True,True,"So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume.",
106600c,True,True,True,true yeah i know it isn't that ridiculous we have cable which helps a lot,
93150n,True,True,True,i was trying to think about some of my favorite people that i liked in music and they're none of them are recent right,
